	id	username	name	user_followers_count	user_listed_count
1057	1520545031819571205	FarmingDeniro	Farming Deniro	109	3
1063	1520544556739366912	jeonienzi	jeonienz	38	0
1064	1520544504373149696	razor_fade1	Razor Fade Barber Shop Brisbane 🇦🇺	35	1
1066	1520544443635421184	AnitaTlksGene	Anita Wills	514	30
1068	1520544338882830336	Scottxnntz	Scott	78	1
1072	1520544163552538624	Ryan_dlq	Ryan	38	0
1074	1520544129843105792	Gentawin	Genta STL ♻ Free-tag	6386	7
1084	1520543787876896770	cofiwins	ً	999	0
1085	1520543713084477440	judsontaylor	Judson Taylor	732	30
1086	1520543664417939457	yourcamelia	Naf 禎	230	12
1087	1520543631731752960	bynicolemadigan	Nicole Madigan	821	35
1088	1520543612202893312	DonMari09436411	Don Marie	20	2
1089	1520543441297551360	xenon__07	👑OG👑	556	3
1091	1520542781697056781	meleileen_	Mel Eileen	25	3
1092	1520542660385140736	auveine	kio	335	0
1097	1520542332403142657	AuricUnityMedia	Scott T.⚡🦾🧢⚛️🙏	195	2
1102	1520542219551182849	THPPnetwork	THPP Network	13	0
1106	1520541492812652544	abdullah_u7072	Umair	2	0
1107	1520541416937725958	luxurysaleon	luxury sale	0	0
1108	1520541258808238082	RobDMartin21	Rob. D. Martin	341	2
1109	1520541168039346176	CathyCeekay	cathy k 🇺🇦	315	26
1110	1520541086728470533	SharmanSomerset	Andy Sharman 🇺🇦🕊✌️	2413	5
1113	1520540951252455426	Abdiraxman65	Abdiraxman-GiftedNation.	1287	1
1117	1520540860366168065	juanqui2700	Juan E. Martinez, Esq.	26	0
1120	1520540601338540040	sekani_prince	Black Jesus	47	0
1121	1520540593222561792	AlanS313	SagiTTariusن	846	12
1122	1520540112383508480	nacmanvel1	Nacmanvel	17	0
1123	1520540015629115392	almason49830803	al mason. The Plumber.	1439	0
1124	1520539444914409472	labisiffre	Labi Siffre	21154	257
1125	1520539305370095616	Fatu60975612	Fatdood	106	0
1126	1520539224717643776	MotorMemes	MotorMemes	74	0
1127	1520539103296507905	prediksiBigwin	Satriyo	27	0
1129	1520538588454170624	happiesthyunjin	zaza	94	6
1130	1520538274036649988	Max1zillion	Maximillian	25	0
1136	1520537738193240064	AZWS	AZWS.us	51116	547
1137	1520537518621401088	Tim2Abeleiver	Tim	20	0
1138	1520537181676314628	William86277390	William Ellis	327	0
1139	1520537093348462592	JulHansJurgen	Julius Hans-Jürgen🇺🇦💉😷	987	9
1140	1520536995491160067	primemerch_	Blue Lord	17	0
1141	1520536851081273346	TerryAnneKelly	Terry-Anne Kelly 🇺🇸	720	10
1142	1520536817338093568	roush1952	Roush1952	4430	0
1143	1520536447446568960	bankzfx	ROBINSON	34	0
1144	1520536296262803457	KellyRStone1	Kelly R. Stone	76	0
1145	1520536147729866753	plumedepoison	Plume de Poison	42	0
1146	1520536047544946689	readux_	readux 🇺🇦🎨🎵❤️✌🏻🇺🇦	311	21
1147	1520536037398827009	ITSP_AudioS	Audio Signals Podcast | On ITSPmagazine	14	0
1148	1520535964321554434	HelloIAmLuca	Luca	229	76
1149	1520535850832048132	Michael60219492	MTG_NFT_	3	0
1150	1520535650662973440	ManishP31047181	Manish Patel	33	0
1151	1520535493116674050	blessedmentor1v	Daniel Escobar	22	0
1153	1520535465111212034	zedbabycatcoin	zed	191	1
1154	1520535337587470336	sayalook	Md.Foysal	318	8
1155	1520535316221898755	DangerGirl6	DangerGirl	566	26
1156	1520535243031126017	DinaRasti11	Dina Rasti	106	0
1157	1520534890261127168	ushijigma	🌻 nau ! freetag	539	1
1158	1520534766667325441	keryilias	Keryilias	1	0
1159	1520534552984395777	ITSP_Technology	Redefining Technology Podcast | On ITSPmagazine	18	0
1160	1520534492502532099	ITSP_Society	Redefining Society Podcast | On ITSPmagazine	18	0
1161	1520534180995780615	atuahene_legacy	®️ إرث أتوا 🎵❤️✨	2240	0
1162	1520534142697549831	FlorenceAtNight	Florence At Night	2910	516
1163	1520534102964846593	kimmi_ss	🧜🏽‍♀️Kimberley Sibanda//Chevron Winehouse🧚🏽‍♀️	444	10
1164	1520533266113056768	3DArtbyCHRIS	Chris Taylor	106	3
1165	1520533221792182272	HeadsSparkie	SparkieHeads	409	1
1166	1520532891507343360	cript0winner97	Nismho	116	1
1167	1520532811572301827	ThirstyElonMusk	ThirstyElonMusk	0	0
1168	1520532734904569859	Irishhpirate88	Irishhpirate	213	4
1169	1520532384399036417	meguanheng	福. | freetag ☆	493	5
1170	1520532322621210625	CatholicOwen	Owen Wallace	8	0
1171	1520532292749254656	mtnpoet	Mountain Poet	4509	664
1172	1520532262915350530	epicphrase01	epicphrase01	160	2
1173	1520532118677327872	innovatespace	Burke Burnett	373	18
1174	1520532090877526017	vaughn_doubleD	Vaughn Double D	475	0
1177	1520531794860290049	Sanitys_Side	⚜️🌸Sharon🌸🇺🇸	618	2
1178	1520531785427345408	MoneyWorld01	Money World 🗼	106	0
1180	1520531671354949633	MarcoCiappelli	Marco Ciappelli	15492	1608
1183	1520530953357217792	__Bkbates0219	Brad	9	0
1184	1520530415970254849	Yvette_Madero	Yvette Madero	83	9
1185	1520530312425574402	shendury	I_am_Bidemi	236	1
1186	1520530174223257608	hatchcovers	Jessica	3	0
1187	1520529948720742400	BarbaraJudyAT1	Barbara Judy AT	290	1
1188	1520529416404807680	DinosaurNFT2	Dinosaur NFT	4	0
1189	1520529121733980160	nonebutdreamer	NONEBUTDREAMER🕷️🕷️🕷️	726	6
1190	1520528948790145024	bigwindks	rnbw🌈 may pick my acc up!🍀	289	9
1192	1520528736063746048	xyxzzitup	xyxzz	1	0
1193	1520528407154413568	themontanadaily	themontanadaily	8	1
1195	1520528117999312896	hg47	              	21964	915
1196	1520528046595645440	eebrvheem	eebrvheem	310	1
1197	1520527861031051264	AdvocateTwala	ADVOCATE NKOSINATHI E. TWALA	78	0
1198	1520527266563997696	CuatroJones	'That' guy	317	2
1199	1520526923104989185	ha11ayoubi1	HalFPS	120	2
1200	1520526850790985728	Homewinng	Homewin	5030	1
1201	1520526500457586690	Billie19Billie	Michael Billie	9	0
1202	1520526469948231688	lukecha68057592	luke chamberlain	102	0
1203	1520525137447387136	bigwintea	rama | THR LEBARAN✨	172	0
1204	1520525000284905472	Jadynalexander	JABeautyco	10	0
1205	1520524670516178945	andromedarealt1	Andromeda Realty Marketing	0	0
1206	1520524239295627270	NeaalXs	Neaal 🦄	17	0
1207	1520523857634807808	Channel6392	[DGSNV] Hosting	1317	34
1208	1520523839825928196	TeslaHab	Chris Ⓥ	171	2
1209	1520523677804204033	LStaging	Kimberly Ducate	33438	35
1210	1520523657201991681	Ratu_Petik	Glompong	29	0
1211	1520523625975140353	tdm0302	Tommy D.	164	4
1212	1520523582908030978	PromiseAnthy	Promise_anthy	38	0
1213	1520523466209955840	Smaktakular	Gort We Need You Now	146	13
1214	1520523314342641664	TheFightin28th	Dr. Keric Bahmker-Thommam	8327	47
1215	1520523247997300736	FOREVER_ANCIENT	THE FOREVER ANCIENTS NFTs	685	0
1216	1520523151767134214	Hamza_aziz_me	Hamza Aziz | حمزة عزيز	10	0
1217	1520522995655057408	freewooly	Free Wooly...	2670	0
1218	1520522977749651457	rmullin0715	Rob Mullin	41	1
1219	1520522745141899265	BlackdiasporaV1	Black diaspora Voice.	18225	88
1220	1520522568649756673	2CryptoRico	Crypto Mando	335	12
1221	1520522560663736320	petevidales_	petevidales	1	0
1222	1520522039245025280	Riegotaegi3003	🍀Iya 🍀🍀	254	0
1223	1520522020445995013	johngoody82	John goody	2	0
1224	1520521545700937728	f_nuranti	Fitria Nuranti	520	0
1225	1520521488826355715	domainapebot	ApeBot - Domains	752	10
1226	1520521395607724032	PamWielander	Pam Wielander	3	0
1227	1520521287696715777	underwun	JU aka Underwun	528	24
1228	1520521255731929088	thetexasz	aria, free tag	193	1
1229	1520521204460888070	kjblackhawk	Moie	5623	7
1230	1520521029893951488	RealRichRacc	RichRacc 🇺🇸 - 🇹🇼 - 🇺🇦	555	3
1231	1520520007729688576	coffecafalafi	Sona🎼 HUNTER EXPERT- free tag	182	2
1232	1520519642229268481	Unaded_3289	UNADED	184	0
1233	1520519306563489792	Ayomilekan12	ShibCoin.com	582	14
1235	1520518779070935040	notsolittleold1	notsolittleoldlady🌲🌝💐🤍🎵🇺🇸	647	3
1236	1520518728991088641	bundi_abbey	CFC_abbey	3	0
1237	1520518563467239424	HumanBe27223097	#MenToo	2	0
1238	1520518536325652481	420inthebox	420inthebox	19	5
1239	1520518530839441408	blukutugg	𝚂𝚒𝚙𝚞𝚍𝚞 🐷	3825	1
1240	1520518510262202368	undefined__null	Amit Vyas	0	0
1241	1520518329873879040	0x_it402	pororo 🐾	628	0
1242	1520518229256417281	nonikoneng__	Riiana | freetag🍀🍒🦄	88	3
1243	1520518108888416256	FilmsIvann	IVANN_ONE	79	0
1244	1520517739215048705	scot23132	scot spencer	371	8
1245	1520517588207521792	trys_by	Alexandra	0	0
1246	1520517443608850433	Olaleka48657253	Olalekan	1	2
1247	1520517228290007044	BuddyWinston	Buddy Winston	20244	44
1248	1520517177732120576	Wiki_tweetz	Vignesh !!	357	0
1249	1520517139308105728	yhi2ee	Yi Raden	209	4
1250	1520517026749554690	Self_HelpJunkie	SelfHelpJunkie	1059	119
1251	1520516947917807616	CryptoFreshcob1	Crypto Freshcobar	363	12
1252	1520516422790754305	jookkkeerr	Sir Plenty	29	0
1253	1520516291630538752	0xVante	agung	4236	11
1254	1520516268969066496	notnuub_0	☕⍤⃝☕	317	6
1256	1520515827912519680	bobapickaw	Madel's	217	10
1257	1520515684286951424	ehwincrypto	Crypto yyu 🍀 #quint #bull_bnb	458	44
1258	1520515468804898816	Ox_bigwin_21	Ulfah🍀🎉🏆💌	110	0
1259	1520514697081982976	vorg_eth	vorg.eth	300	11
1260	1520514396576903168	muchoinfomusic	Mucho Info	1442	0
1261	1520514277819715584	Syaw4lbigwin22	Mozanbigwin	43	0
1262	1520514133073928193	aloraea	rara freetag	124	0
1263	1520514066258685952	GusMad_88	🄶🅄🅂 🄰🄷🄼🄰🄳	41	12
1264	1520514039754813442	missufewind	Winda 🍒🦄	56	0
1265	1520513691858259968	LadyNicoleA	Nikki 🌺	6061	4
1266	1520513531518799872	chanceuxza	za♧︎	625	2
1269	1520513323972055040	riani200120	Rita yunita	77	7
1270	1520513209358176257	MartynNamorong	MARTYN AWAYANG NAMORONG	6893	139
1271	1520512824304304128	719views	Barry Miller	0	0
1272	1520512443251707904	MissBritsTweets	Brittney Joy💫	9	0
1273	1520512145191882752	martainnsapwei1	Martainn S. Baker	163	10
1274	1520511913024761858	Roldan_50	Antiguo Maestro	546	3
1275	1520511764584042496	3IN1AUDIOSET	chris schiappacasse	901	34
1276	1520511466398371841	0ctaviusMaximus	octavious maximus	29	0
1278	1520510475200462848	CrazedFreedom	Freedom Crazed	12	0
1279	1520510436587757568	commonstoic	Rebel Stoic	215	2
1280	1520510265833312256	BlancheMedia	Maison Blanche	1598	14
1283	1520508890252685312	Mitch_elle	Mitch	54	1
1284	1520508803489353731	StephenMedlock5	Stephen Medlock 🗽#GBNews Sky 515. Freeview 236	49	1
1285	1520508352899342336	0xprincess_hoki	🌟 Desi Susanti 🌟	456	0
1286	1520507752577130500	GregJon27277299	Greg Jones	2618	3
1287	1520507002182520832	ShawnShreds98	ShawnShreds	5	0
1288	1520506830442885120	Oxmmg	Aia 🍒	567	2
1289	1520506656643162112	RizwanrizmiM	𝗥𝗜𝗭𝗪𝗔𝗡 𝗥𝗜𝗭𝗠𝗜	46	1
1290	1520506642525085696	TIKOTEXAS	⚡️ TIKO GANG ⚡️	10136	104
1291	1520505886006931456	SGDiPietro	SGD	118	57
1292	1520505692418985986	DOBOMemes	DOBOMemes |||DogeBonk Memes|||	755	5
1293	1520505678175125505	nmlssnwyrkr	nameless new yorker	58	0
1294	1520505661729423361	biyasaurus	𓆩biya aespa𓆪	480	1
1295	1520504542814691329	marrieraquel	Marie Raquel Holmes	5	0
1296	1520504438569455617	Rocket54441	Rocket 🇺🇸🇮🇱🇨🇦	6646	1
1297	1520503999077789697	robinboman8	robin boman	0	0
1298	1520503879246376960	MaddyCultDao	0xCultDao	1514	5
1299	1520503684370731009	kristylayne7	Kristy Roberts Layne	55	0
1300	1520503331277352961	edhuculak	ed huculak	110	3
1301	1520503000216731648	TheTikoTen	The Tiko Ten	800	9
1302	1520502624272879617	ADE4Score	ADE Forward 🧢 🇺🇸 ⏩	8	0
1304	1520502256348856320	JournoSunny93	Sunny SR Rodricks	167	2
1305	1520502096680087552	Radiadianti_	Radiadianti	373	2
1306	1520502021635379200	app_cortex	Cortex Network and App	22761	50
1307	1520501541882540036	THOUARTLLC	THOU ART LLC	171	0
1308	1520501408990121989	Thepeoplewon_	WeareCult / Caw ( A Hunters Dream )	228	3
1309	1520501101547692034	DanielTheroux	That Guy	87	2
1310	1520500856075997184	sedah76	Heather	44	0
1311	1520500715134750720	CoinWist	CoinWist	91	13
1312	1520500688945500160	SteveKaye	Steve Kaye	445	29
1313	1520499907722948614	BirdsofParadiz8	W.Junn	514	11
1314	1520499746925809665	rickster300	rick metzger	0	0
1315	1520499563504836610	Uniquee_Ada	Unique Ada 💜	281	0
1316	1520499160725610497	RainBoy97	Tristan Rain	201	0
1317	1520499079381495809	Edigraphs	Edigraphs	338	0
1318	1520498708525236225	SpizzySpazz	SpizzySpazz	18	0
1319	1520498438286491648	Peterpkart75	Peter•p	161	7
1320	1520498420477222912	killakosar	zamil kosar	393	1
1321	1520497494735523842	kanggarriesi	✨Yoo✨	11735	4
1322	1520497411369615360	Steven27472333	TRUST IN JESUS!	3	0
1323	1520497319946334208	ShwetaTrip06	Shweta Tripathi	28	0
1324	1520497219455139841	skayeth	Bryant	744	3
1325	1520497203055370240	anubigwin	Anu	49	5
1327	1520497057143922690	DeerFlaxxi	stoffe Karlsson	3	0
1329	1520496802629304323	itzikdiy	X-DIY with Itzik	2	0
1330	1520496008047718400	everydayisjanna	Gopat Arthurner	197	0
1332	1520495409839304704	SoniAiyush	Aiyush Soni	5	0
1333	1520495207296507914	InTheTankPod	In The Tank Podcast	205	9
1334	1520495119577026560	junadi1990	@junadi1990	816	0
1335	1520495071535243266	Roohi572	Roohi57	0	0
1336	1520494603027185664	IAmSugahBear	Scott Ledford	65	0
1337	1520494475793289216	life_as_a	Chris Schoenwald	6163	42
1339	1520494193147318272	Alicryptonic	Ali	188	3
1340	1520493738308554755	CRYPTOXXXXX	CRYPTO	23	0
1341	1520493729236369408	celtchain	celtchain	1	0
1342	1520493460419072000	LuckyLemonmeLon	gulamerahlatte #meibigw1n	96	0
1343	1520493345168150528	Babakvatankhah	Babak	107	1
1344	1520493193242066953	HITCnews	HITC	3767	469
1346	1520492615350685696	digitamandy	🔥🎆🔥Victoria Nuland opping your country🔥🎆🔥🔥	38	0
1347	1520490887486197760	Blenderfluid	Mx. Naan Binari Transtivist No Justice No Cis	744	4
1348	1520490740518121473	arieffhakim	Arif Siregar	189	1
1349	1520490499496325122	BanishednotBW	Banished not Brainwashed	38	0
1350	1520490492517048321	itsAGxp	itsAGxp	1451	4
1351	1520488682938986496	gaeIicwins	Gaelic ☃ — tulog	210	3
1352	1520488373890256897	OUKnowWho	Todd Snyder	3540	2
1353	1520488317342605314	Designerglobal	DESİGNER	46	22
1354	1520487447716581377	Lamon187	MonnieHarveyCrawford	269	1
1355	1520487228446633989	Yoshis4n	Yoshi	162	7
1359	1520484084065185794	lo_urc	Lo-urc	387	5
1360	1520483819350106118	julietogechi941	chisoma	1545	1
1361	1520483372367327232	GhaithSemaan	Gus de Tesla	46	0
1362	1520483254066987019	ABDULKADRASLA11	ABDULKADİR ASLAN	46	0
1363	1520483136810983427	ErnestDufale	Kessybrown	1899	5
1364	1520483078107504640	oladimejivic17	Eso Victor	226	0
1365	1520481898383876096	AmaanKhan080101	Amaan Khan	68	0
1366	1520481680640815104	ScottSheaffer12	Archaic Savant	24	0
1367	1520481556023975936	PopoolaJoke4	J O K E 🌟	3205	8
1368	1520481165114634240	Moxomohit	Mohit Mahaver	6	0
1369	1520480488774795266	TatianaTee69	Tee Tee	1625	2
1370	1520479201064849416	shihtzzu	suntzzu America and Trump first	4267	4
1371	1520478212614090752	OATrunner	Remy to the World	267	0
1372	1520478172004892673	DenisPotvin7	Denis Potvin	13	0
1373	1520477921361678336	Heather95248494	Heather	4	0
1374	1520477087576035330	RepublicanFamly	Angell3	8	0
1375	1520476900174536705	k_chandu__	Chandu	15	0
1376	1520476521642684416	AiraFerial	Ferial Aira	239	2
1377	1520476512444510208	CutestNeed	Every Moment With You	2417	5
1378	1520476325064101894	Alina12216	Gringo Ape	2062	17
1379	1520475854866116609	FanPratz	Pratz_Fan	17	0
1380	1520475515706089473	VictorGana7	Equalizer 🔥	131	1
1381	1520475290253864962	LintonAyebale	linton	187	16
1383	1520474958010490881	robertalueckel	Roberta Manier	120	0
1384	1520474833372721152	onepouchwin	Unlimited freetag	315	0
1385	1520474512940183552	quelinda526	QueLinda	331	10
1386	1520474463279611904	Haewon_Gemes	🧸Haewonie!	123	1
1387	1520474366915452929	OxLuckyWinCityx	Free Tag 🏆🥇 Bigwin Today ⚡	829	4
1389	1520474284656898048	AuntieDebra86	AuntieDebra	1	0
1390	1520474203862016001	jillianUSA2020	Jillian	719	3
1392	1520474100807864320	jizuzuka	Jizuka may BIGWIN 🍀 freetag	842	5
1394	1520474094717878272	Pexo87202042	Talking Tom and Ben News	8	0
1395	1520473997808476160	Alejolopezdd	AlejolopezR 😎😎	97	0
1396	1520473981609988096	Frost16Frost	Damian Frost	1	0
1397	1520473856728834049	ZKriptocuk	ZKriptocuk	246	5
1399	1520473770955317248	JJWyomingNY	jeannie jansen ¯\_(ツ)_/¯ $jeanniejansen66	118	9
1400	1520473740454244357	PaulCro21559533	Hextech-Token	11	0
1401	1520473687761342465	moayyedjafri	Syed Moayyed Jafri	2182	17
1402	1520473684208545792	Player00027	Arjith	295	12
1403	1520473542709719041	Renegad32436713	Toni	133	1
1404	1520473484203339779	cryptodimas	Dima	87	6
1405	1520473480323649536	weatherwife21	Amy	211	17
1406	1520473429945823236	MeyerCarouge	Gerard Meyer 🌊	760	0
1407	1520473403987492866	Rizqya_lucywin	bigwin today🍀free tag🍀	89	0
1408	1520473395716145152	melormills49	mark miller	301	6
1409	1520473274471239680	JasperCromwell1	Jasper Cromwell	41	0
1410	1520472875832123398	candicevega	Candice	743	17
1411	1520472695179255816	Elontusky	Elon Tusk	62	0
1412	1520472497984053249	_YvonneBurton	Yvonne Burton Ephesians 6:12	13053	156
1413	1520472441008672771	Cassie77807804	Cassie	43	1
1414	1520472358934429696	oma3xs	Oma_ 1955	2310	12
1416	1520471899255549952	ReeceLascelles	Reece Lascelles	24	1
1417	1520471651283992576	hnjs51	hnjs	9	0
1418	1520471640890617863	SGTBaileyAndrew	Bailey_Bad_Ass	108	4
1419	1520471611979321344	MehmetB08924233	Mehmet Biyikli	24	0
1420	1520471484325634049	NobleMusa	The Noble One	167	0
1421	1520471280381796353	GokuInuBSC	Goku Inu - Back Up Account	13	0
1422	1520471188967145474	pragyanb	Prajnan Bhattacharya	199	1
1423	1520470795583057920	roydigital241	roydigital24	27	0
1424	1520470470394617856	optoutmom	optoutmom	184	0
1425	1520470460118491138	Amanda_Minger	Amanda Lee-Minger	3	0
1426	1520470415021424640	RitaJVarga	RitaJVarga (She/Her)	366	16
1427	1520470185479655425	MananKhaan7	Manan Khan	434	0
1429	1520469890846830592	arpan355	Arpan Mitra	112	0
1430	1520469885792526336	TheRealEarlOaks	Earl Oaks	21	0
1431	1520469553469599744	rahul05ranjan	Rahul	2819	34
1432	1520469530107170816	RealNeilC	Neil Chaudhuri	439	5
1435	1520468840886513664	Johnathanmcd13	Johnathan McDonald	69	0
1436	1520468651240935424	iamgowda_sushma	🚩Sushma ಸುಷ್ಮಾ 🇮🇳	7988	6
1437	1520468611382476801	gauravv144	Gaurav Verma	37	0
1438	1520468416544530433	MercedesPerdig2	Mercedes Perdigon	256	1
1439	1520468213942919174	reemabeats	A.i/Reema/TRUTHSeekerAi/No_Fear_Live_Free♉️	1221	3
1441	1520468180161945600	phil_oats	phil oats	0	2
1442	1520468076936187904	bayufir23922524	경건한	154	5
1443	1520467933251706883	roco98994577	roco	2	1
1444	1520467715672006656	Aditya14626119	Aditya Sharma	2	0
1445	1520467495571894273	IntegrityWhale	IntegrityWhale	94	0
1446	1520467289879068672	selfmadelyfe12	Selfmadelyfe12	11	0
1447	1520467246174322688	GregoryLewis22	GregoryLewis.net	1104	167
1448	1520467211860783105	knownAsModisha	modisha	17	0
1449	1520467165895405568	GodloveAyeah	Ayeah Godlove	92	0
1450	1520467051344646144	CoderNotesBot	CodersNotes	8978	130
1451	1520466923070271488	TheDeedge	Nerdygirl 🇺🇸	108	2
1452	1520466848806060035	TechCrunchGuy12	$HELLSING🔥 SaitamaHELLSINGRacoon	1628	10
1453	1520466825112399872	poll_fact	Poll Fact	1	0
1454	1520466681511825408	pengvwin	Tyaa🐧	899	0
1456	1520466522849873921	fotie_codes	fotiecodes	649	6
1457	1520466494202781700	Blueisevil	Dementia Joe	1081	4
1458	1520466453165654016	AHumwatan	Aziz Humwatan	1	0
1459	1520466387923349504	Speakwrespect	Speakout	124	0
1460	1520466355312418816	iBrijn1	Djokosmash	703	49
1461	1520466244075458565	KingNeCiio	NeciiOo	1	0
1462	1520465680771862528	wcctimes	Wcctimes	4	0
1463	1520465657170735104	lailaljmommy	Mugure K-Crawford🇰🇪	1339	18
1464	1520464986719633409	Eliaaa023	Materazzi	63	6
1465	1520464810604994562	harbend	Tracy MSY	9407	310
1466	1520464591280562179	zalintok	Zalintok	14	0
1467	1520464588709371905	yourssnick	your,s nick🇮🇳	483	0
1468	1520464359704731649	Manik0812	Manik ☭	516	3
1469	1520464051045773313	anshu93sharma	Anshu Sharma	1538	2
1470	1520463879452639232	sapientesat	RINNN	1	1
1471	1520463671255879680	KingVhiktor	0xDegen	17	7
1472	1520463426212048904	the_agilepm	John 🤔🇨🇦🤟🏼☕️	3528	242
1473	1520463296457064449	Kallum_Bone	YaBoyKallum	0	0
1474	1520463251900936195	JCreatorOfMedia	Jon 🇺🇦🇺🇸	214	0
1475	1520463134355767296	MrBlueSkyNW	Mr Blue Sky	36	0
1477	1520462597631348736	basreung	hopeless•freetag	411	4
1478	1520462555554136064	jlund04	Antoinette Adani	7730	46
1479	1520462348506476545	CandlelightNews	Candlelight Stories	88	7
1481	1520462171213209601	veratkohlee	Veerat Kohlee🏆🥇	75	0
1482	1520461963075018752	pickmay77	cāmāy glōryā🍒	344	0
1484	1520461529111580673	ElikiaAfrica	Elikia-Africa	661	11
1485	1520461314942193664	tarunava_sarker	TARUNAVA SARKER	80	0
1486	1520461122473766913	sixfwd126	Phathe!	819	0
1487	1520460874150191104	indmorningpost	India Morning Post	18	1
1488	1520460721523331073	GauravUpreti99	Gaurav Upreti	3920	1
1490	1520460217183621121	PCadfael	P CADFAEL	6064	11
1491	1520460084672749568	M5Rand0m	Gemini D Salvaje	191	6
1492	1520459963621339136	Ashfaq623442	Mohammed Ashfaq	4	2
1493	1520459833845161984	AmenyGracias	i love avocado	88	2
1494	1520459692321165312	puneetgargg20	Puneet Garg	5	0
1495	1520459594115403776	BangbangRichard	richard bangbang	23	1
1496	1520459570878894080	kistibi541	T F	2	0
1497	1520459448967344128	Wasim_From_Mars	Wasim	63	1
1498	1520458972607967232	hunterngebadut	pickaw pickme🤡	169	0
1499	1520458330795167744	CarolLaRue	Carol Bland	7642	50
1500	1520458215435038720	ColossalU	ColossalUmbrella	1162	11
1501	1520458160540205057	wakeup2real	TrevertonGibbs	470	2
1502	1520458039144370178	salllamlord	Abdulsallam	6	1
1503	1520457906952577027	ConSquatch	The Conservative Sasquatch 👣	1225	0
1504	1520457863444918272	thor_kuhn	ThorKuhn	1	0
1505	1520457835598925824	LeftWingNonsens	Lee Nation	263	7
1506	1520457688333045760	JorinCowley	Jorin Cowley	1066	32
1507	1520457672914481152	Border45Patrol	TrumpsBorderPatrol	7629	3
1508	1520457293585915905	shoker171	Shoker Art	50	4
1509	1520457270089469954	Fit43462540	F it no camers please ty	450	0
1510	1520457008628961280	JBisRight	🍊🍊IHeartDagny - The 🍊Man Cometh🍊🍊	1256	2
1511	1520456639198994433	thebarbarshow	Jamil Barbar	41	0
1512	1520456577517600768	halljoy410	Joy Hall	428	5
1513	1520456518440792065	CariKelemen	Cari Kelemen 2.0	52693	71
1514	1520456502640668673	FreeThi10719635	Free Thinker	1217	0
1515	1520456193768312832	shrimahavirbake	Shri Mahavir Bakers	1	0
1516	1520456126030139394	CTSanders1234	CT Sanders	34	0
1517	1520456109055746048	ProudAntiLiberl	Anti Biden, Anti Liberal Memes, and Thoughts	1090	0
1518	1520456049039392769	pcjackie17	Jacqueline DMs by permission only	8721	5
1519	1520455984598061056	Genuine00001	Genuine...	5	0
1520	1520455975777746945	invntz	Invntz	17	0
1521	1520455929979826177	tanvitaneja10	Tanvi Taneja	376	6
1522	1520455918382579712	cryptobarbieBSC	Crypto Barbie ൫sc	7128	23
1523	1520455894747676672	BrockItTalkIt	Michael Bracamontes	12942	21
1524	1520455817535057920	SophieNLRobson	Sophie Robson	17	0
1526	1520455670293614592	jahbong420	Jah Bong 🍄	2716	3
1527	1520455619442061312	ROOLLEEY1	ROOLLEEY	617	3
1528	1520455362645794817	marinaprihodk	Maris	19	0
1529	1520455316558782466	CoinEnza	Enza Coin	460	12
1530	1520455244798636032	vicmenangd0x_	Vic Juminten ❤️	2469	3
1531	1520455230063792134	health2heal	Malissa Stawicki	45	1
1532	1520454939998244866	edmond_allmond	Edmond Allmond	1608	47
1533	1520454903734444032	PaolaGluGlu	used to be	169	2
1534	1520454507833921539	anshu_biswas2	AnshuSRK	298	0
1535	1520454330381447173	OldSalz	Dep(LAURA)able 🍊	8039	105
1536	1520454194393755648	joseisaudio	Jose Angulo	187	1
1537	1520453935282147329	parkie182	Parkie182	325	0
1538	1520453588056559616	LoydChristMOASS	Lloyd ChristMOASS	89	4
1539	1520453521539272704	bostepewinbig	🔥🔥	305	2
1540	1520453447988162561	aldaalrifda	alda 🏠	6751	3
1541	1520453384473513984	skraz123	SukhRaj	2	0
1542	1520453153874980865	Lonewolfy777	Lonewolfy 🐺	2428	3
1543	1520452569532928002	Kjaysmitty	Kevin Smith	3	3
1544	1520452151675441154	LoveReality9	Svetlana Loves Reality TV	1488	4
1545	1520452081534050309	septicom2	Ilia Kuznetsov	133	13
1546	1520451906392379392	Racy1Eva	Eva 🇺🇸 Shadow Crew.	23015	38
1547	1520451757389852672	ddrakejr1	ddrakejr	48	0
1548	1520451724304998400	Grama641	🍊 Hawaii girl 🍊	2824	1
1549	1520451508805849088	MColeen75	M Coleen Barker	3203	19
1550	1520451106505064448	UBCJournalism	UBC Journalism	5340	201
1551	1520450852653510656	henlodrey	boo 🍣	82	0
1552	1520450721589563394	Hermida	Alfred Hermida	9390	1118
1553	1520450614936977411	nocqhago_	ᴏʀɪᴀɴɢᴇʟ	374	0
1554	1520450597816004608	DeepSin20930018	Deep Singh	34	0
1555	1520450426780647424	samarthbali	Samarth Bali is Unqualified!	254	10
1558	1520450348950953987	HelanMBack	I am QuBe™©🙏🚺🦄bcuz folks mess w/my Name&Ersatz	784	49
1563	1520450120827179008	Butuh_Bigwinx	BigGang NFT	216	8
1567	1520449177087524867	JasonRo63rts0n	Jason Robertson	54	0
1568	1520449048473653249	ariegooo_	arioxy 🚀	46	12
1570	1520448614505451520	panoramasue	Sue Baird 🇺🇦	71	0
1572	1520448170580639744	ByPamp	Richie Reboot	290	2
1573	1520448097024831489	BigKenize	"Jason ""Big Balls"" Kenize"	11147	3
